 0.23000  3.2661820000 7
 0.24000  3.2599720000 7
 0.25000  3.2537440000 7
 0.26000  3.2475000000 7
 0.27000  3.2412420000 7
 0.28000  3.2349740000 7
 0.29000  3.2286980000 7
 0.30000  3.2224170000 7

-0.30000  3.5380680000 8
-0.29000  3.5342020000 8
-0.28000  3.5302930000 8
-0.27000  3.5263400000 8
-0.26000  3.5223450000 8
-0.25000  3.5183110000 8
-0.24000  3.5142420000 8
-0.23000  3.5101480000 8
-0.22000  3.5060480000 8
-0.21000  3.5019920000 8
-0.20000  3.4981410000 8
-0.19000  3.4950910000 8
-0.18000  3.4939090000 8
-0.17000  3.4939980000 8
-0.16000  3.4944530000 8
-0.15000  3.4950040000 8
-0.14000  3.4955740000 8
-0.13000  3.4961340000 8
-0.12000  3.4966700000 8
-0.11000  3.4971750000 8
-0.10000  3.4976460000 8
-0.09000  3.4980780000 8
-0.08000  3.4984700000 8
-0.07000  3.4988200000 8
-0.06000  3.4991280000 8
-0.05000  3.4993900000 8
-0.04000  3.4996070000 8
-0.03000  3.4997780000 8
-0.02000  3.4999010000 8
-0.01000  3.4999750000 8
 0.00000  3.5000000000 8
 0.01000  3.4999750000 8
 0.02000  3.4998980000 8
 0.03000  3.4997700000 8
 0.04000  3.4995890000 8
 0.05000  3.4993540000 8
 0.06000  3.4990660000 8
 0.07000  3.4987220000 8
 0.08000  3.4983220000 8
 0.09000  3.4978650000 8
 0.10000  3.4973510000 8
 0.11000  3.4967790000 8
 0.12000  3.4961480000 8
 0.13000  3.4954580000 8
 0.14000  3.4947070000 8
 0.15000  3.4938940000 8
 0.16000  3.4930200000 8
 0.17000  3.4920820000 8
 0.18000  3.4910810000 8
 0.19000  3.4900160000 8
 0.20000  3.4888840000 8
 0.21000  3.4876860000 8
 0.22000  3.4864200000 8
 0.23000  3.4850840000 8
 0.24000  3.4836780000 8
 0.25000  3.4821980000 8
 0.26000  3.4806440000 8
 0.27000  3.4790110000 8
 0.28000  3.4772980000 8
 0.29000  3.4754990000 8
 0.30000  3.4736100000 8

-0.30000  3.5899850000 9
-0.29000  3.5893420000 9
-0.28000  3.5888170000 9
-0.27000  3.5884180000 9
-0.26000  3.5881570000 9
-0.25000  3.5880440000 9
-0.24000  3.5880900000 9
-0.23000  3.5883060000 9
-0.22000  3.5887020000 9
-0.21000  3.5892890000 9
-0.20000  3.5900770000 9
-0.19000  3.5910730000 9
-0.18000  3.5922860000 9
-0.17000  3.5937210000 9
-0.16000  3.5953840000 9
-0.15000  3.5972770000 9
